SNAPSHOT_TIME_ET,CONF,FRANCHISE,PLAYER_ID,PLAYER,SALARY,YEARS,CONTRACT,ROSTER_STATUS
07/21/2026 07:23 AM EDT,NFC,New York Giants,14778,"Tagovailoa, Tua ATL QB",$2.20,1,2026 B/R,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,13113,"Watson, Deshaun CLE QB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16181,"Brown, Chase CIN RB",$1.33,1,2023 3.17,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17060,"Giddens, DJ IND RB",$1.08,3,2025 4.17,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14802,"Taylor, Jonathan IND RB",$19.36,1,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17509,"Brazzell II, Chris CAR WR",$1.56,4,2026 2.16,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15290,"Collins, Nico HOU WR",$37.38,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14860,"Jennings, Jauan MIN WR",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14832,"Lamb, CeeDee DAL WR",$41.50,2,2024 NEFToff,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14136,"Samuel, Deebo FA WR",$15.49,1,2025 ORFA2,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17521,"Thomas, Zavion CHI WR",$0.99,4,2026 5.09,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14143,"Knox, Dawson BUF TE",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15794,"McBride, Trey ARI TE",$22.66,1,2026 NEFT,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15979,"Dicker, Cameron LAC PK",$2.05,2,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,13431,"Sanchez, Rigoberto IND PN",$1.20,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14153,"Allen, Zach DEN DT",$16.16,1,2025 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14897,"Brown, Derrick CAR DT",$23.66,2,2024 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17138,"Grant, Kenneth MIA DT",$1.26,3,2025 3.14,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17161,"Burch, Jordan ARI DE",$0.99,2,2025 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17552,"Howell, Cashius CIN DE",$1.23,4,2026 3.14,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15809,"Johnson, Jermaine TEN DE",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17568,"Mesidor, Akheem LAC DE",$1.49,4,2026 3.02,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15378,"Oweh, Odafe WAS DE",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16655,"Robinson, Chop MIA DE",$1.56,2,2024 2.16,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17116,"Sawyer, Jack PIT DE",$0.99,2,2025 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,13837,"Franklin, Zaire GBP LB",$11.00,1,2024 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16009,"Gibbens, Jack ARI LB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17617,"Rolder, Jimmy DET LB",$0.94,3,2026 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15428,"Sherwood, Jamien NYJ LB",$5.77,1,2026 SRFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16736,"Brownlee, Jarvis NYJ CB",$1.10,1,2025 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16251,"Gonzalez, Christian NEP CB",$1.21,1,2023 4.15,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16714,"Jones, Jarrian JAC CB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,16670,"McKinstry, Kool-Aid NOS CB",$1.08,2,2024 5.13,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14669,"Nixon, Keisean GBP CB",$3.26,1,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,14911,"Davis, Ashtyn SFO S",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,17563,"Downs, Caleb DAL S",$2.62,4,2026 1.16,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,13713,"Fitzpatrick, Minkah NYJ S",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New York Giants,15003,"Stone, Geno BUF S",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,12611,"Goff, Jared DET QB",$20.57,2,2024 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16579,"Williams, Caleb CHI QB",$8.15,2,2024 1.02,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16603,"Davis, Ray BUF RB",$1.18,2,2024 4.05,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15708,"Hall, Breece NYJ RB",$11.30,3,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17472,"Love, Jeremiyah ARI RB",$9.73,4,2026 1.02,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17052,"Tuten, Bhayshul JAC RB",$1.80,3,2025 2.10,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15742,"Warren, Jaylen PIT RB",$9.99,1,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16342,"Douglas, Demario NEP WR",$2.01,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17081,"Egbuka, Emeka TBB WR",$2.84,3,2025 1.14,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17083,"Higgins, Jayden HOU WR",$3.19,3,2025 1.12,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13289,"Hollins, Mack NEP WR",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13633,"Kirk, Christian SFO WR",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15319,"Palmer, Joshua BUF WR",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16184,"Reed, Jayden GBP WR",$1.75,1,2023 2.13,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13630,"Sutton, Courtland DEN WR",$24.97,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15756,"Williams, Jameson DET WR",$24.75,6,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16641,"Bowers, Brock LVR TE",$4.42,2,2024 1.07,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15799,"Ferguson, Jake DAL TE",$5.20,2,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14717,"McLaughlin, Chase TBB PK",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13869,"Bojorquez, Corey CLE PN",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,12218,"Armstead, Arik JAC DT",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13448,"Butler, Adam LVR DT",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14159,"Lawrence, Dexter CIN DT",$15.84,1,2023 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16660,"Robinson, Darius ARI DT",$1.33,2,2024 3.11,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15819,"Wyatt, Devonte GBP DT",$5.00,2,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14147,"Bosa, Nick SFO DE",$21.30,2,2023 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14171,"Burns, Brian NYG DE",$11.98,1,2024 B/R,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17553,"Faulk, Keldric TEN DE",$1.20,4,2026 3.16,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16252,"McDonald, Will NYJ DE",$3.70,1,2023 3.18^,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16650,"Turner, Dallas MIN DE",$2.05,2,2024 2.05,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14303,"Elliss, Kaden NOS LB",$3.39,2,2024 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17125,"Knight, Demetrius CIN LB",$1.30,3,2025 3.12,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13952,"Luvu, Frankie WAS LB",$5.64,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14412,"Singleton, Alex DEN LB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15387,"Werner, Pete NOS LB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17128,"Barron, Jahdae DEN CB",$1.18,3,2025 4.01,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15445,"Lenoir, Deommodore SFO CB",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14997,"Rodgers, Isaiah MIN CB",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14918,"Terrell, A.J. ATL CB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15401,"Wright, Nahshon NYJ CB",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16705,"Bullock, Calen HOU S",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17144,"Emmanwori, Nick SEA S",$1.61,3,2025 2.15,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14179,"Love, Julian SEA S",$7.94,1,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15240,"Lance, Trey LAC QB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13595,"Rudolph, Mason PIT QB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,12785,"Robinson, Demarcus SFO WR",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16788,"Vele, Devaughn NOS WR",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13675,"Conklin, Tyler DET TE",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,15332,"Tremble, Tommy CAR TE",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,12956,"Lutz, Wil DEN PK",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17689,"Doman, Tommy BUF PN",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14985,"Mann, Braden PHI PN",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16324,"Brooks, Karl GBP DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14934,"Elliott, Jordan TEN DT",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13317,"Godchaux, Davon NOS DT",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17613,"Halton, Gracen SFO DT",$0.98,4,2026 5.18,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,11286,"Jenkins, John BAL DT",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13744,"Shepherd, Nathan NOS DT",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17606,"Barham, Jaishawn DAL DE",$0.98,4,2026 5.20,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16300,"McGuire, Isaiah CLE DE",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16077,"Okuayinonu, Sam SFO DE",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17618,"Williams, Wesley JAC DE",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16439,"Diabate, Mohamoud TEN LB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17690,"Hughes, Parker JAC LB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,13263,"Awuzie, Chidobe BAL CB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17214,"Burke, Denzel ARI CB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17676,"Hall, TJ NOS CB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17574,"Hood, Colton NYG CB",$0.98,4,2026 5.14,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17561,"McCoy, Jermod LVR CB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,17169,"Stout, Upton SFO CB",$1.10,1,2026 ERFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14205,"Johnson, Lonnie MIA S",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,16102,"Pola-Mao, Isaiah LVR S",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Philadelphia Eagles,14302,"Scott, Nick CAR S",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17034,"Ewers, Quinn MIA QB",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,14782,"Love, Jordan GBP QB",$11.53,1,2023 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,9431,"Stafford, Matthew LAR QB",$14.18,1,2024 SRFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16597,"Brooks, Jonathon CAR RB",$2.71,2,2024 1.14,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17256,"Croskey-Merritt, Jacory WAS RB",$0.99,2,2025 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17047,"Sampson, Dylan CLE RB",$1.22,3,2025 3.18,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16747,"Tracy, Tyrone NYG RB",$1.11,2,2024 4.16,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,15710,"Williams, Kyren LAR RB",$8.21,3,2025 FRFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17078,"Bech, Jack LVR WR",$2.18,3,2025 2.04,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17506,"Bell, Chris MIA WR",$1.76,4,2026 2.11,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,15281,"Chase, Ja'Marr CIN WR",$44.70,4,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16190,"Flowers, Zay BAL WR",$3.80,1,2023 1.10,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,14836,"Jefferson, Justin MIN WR",$45.38,2,2024 NEFToff,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,15753,"Wilson, Garrett NYJ WR",$11.55,4,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,11247,"Ertz, Zach FA TE",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17548,"Joly, Justin DEN TE",$1.01,4,2026 4.22,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16213,"Kincaid, Dalton BUF TE",$4.92,1,2023 1.07,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,13299,"Kittle, George SFO TE",$20.00,1,2026 B/R,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17593,"Klein, Marlin HOU TE",$0.98,4,2026 5.11,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16036,"Tonges, Jake SFO TE",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17668,"Smack, Trey GBP PK",$1.01,4,2026 4.24,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17241,"Crawshaw, Jeremy DEN PN",$0.99,2,2025 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16767,"Davis, Tyler LAR DT",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16663,"Eboigbe, Justin LAC DT",$3.04,2,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,17121,"Graham, Mason CLE DT",$2.56,3,2025 1.16,Active
07/21/2026 07:23 AM EDT,NFC,Washington Commanders,16227,"Harrison, Zach ATL DT",$2.90,1,2026 UFA,Active
