season,snapshot_time,franchise_id,franchise_name,CONF,player_id,player_name,roster_status,roster_salary,roster_years,roster_contractInfo
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17072,"Harris, Tre",Active,2.25,3,2025 2.03
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15405,"Stephens, Brandon",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,13731,"Hughes, Mike",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15888,"Durant, Decobie",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,14148,"Sweat, Montez",Active,8.44,3,2025 oEXT
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,11383,"Martin, Sam",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,16287,"Tucker, Tre",Active,5.77,3,2026 SRFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15369,"Patterson, Riley",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15913,"Benford, Christian",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15866,"Flott, Cordale",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,12620,"Prescott, Dak",Active,25.5,4,2026 B/R
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,14833,"Jeudy, Jerry",Active,4.05,3,2026 B/R
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,14102,"Metcalf, DK",Active,13.6,3,2026 oEXT
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17502,"Cooper Jr., Omar",Active,4.52,4,2026 1.08
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,16598,"Irving, Bucky",Active,1.17,2,2024 4.06
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17589,"Trotter, Josiah",Active,1.71,4,2026 2.12
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17571,"Golday, Jake",Active,1.52,4,2026 3.01
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,16593,"Corum, Blake",Active,1.49,2,2024 3.03
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17646,"Kilgore, Jalon",Active,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,16688,"Guerendo, Isaac",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17483,"Hemby, Roman",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17709,"Henry, Robert",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,14086,"Hill, Justice",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15727,"Knight, Bam",Taxi,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,13133,"Perine, Samaje",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17652,"Randall, Adam",Taxi,1,4,2026 4.25
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17484,"Reid, Desmond",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17541,"Brown, Barion",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17097,"Felton, Tai",Taxi,1.04,3,2025 5.08
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,13066,"Raymond, Kalif",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15797,"Dulcich, Greg",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,16216,"Washington, Darnell",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,11945,"Santos, Cairo",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,13844,"Cooke, Logan",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17625,"Moore, Trey",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15464,"Echols, Brandin",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,15881,"Jones, Jack",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,14270,"Epps, Marcus",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0001,Dallas Cowboys,NFC,17670,"Jackson, Domani",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14153,"Allen, Zach",Active,16.16,1,2025 oEXT
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16262,"White, Keion",Active,1.23,1,2023 4.09
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14802,"Taylor, Jonathan",Active,19.36,1,2024 iEXT
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14779,"Herbert, Justin",Active,16.65,3,2023 iEXT
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16251,"Gonzalez, Christian",Active,1.21,1,2023 4.15
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14832,"Lamb, CeeDee",Active,41.5,2,2024 NEFToff
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16655,"Robinson, Chop",Active,1.56,2,2024 2.16
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,13837,"Franklin, Zaire",Active,11,1,2024 UFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14897,"Brown, Derrick",Active,23.66,2,2024 UFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14669,"Nixon, Keisean",Active,3.26,1,2026 oEXT
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,15290,"Collins, Nico",Active,37.38,3,2026 oEXT
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17116,"Sawyer, Jack",Active,0.99,2,2025 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,15979,"Dicker, Cameron",Active,2.05,2,2025 UFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17161,"Burch, Jordan",Active,0.99,2,2025 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17033,"Milroe, Jalen",Active,1.23,3,2025 3.17
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17056,"Etienne, Trevor",Active,1.04,3,2025 5.07
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17138,"Grant, Kenneth",Active,1.26,3,2025 3.14
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16670,"McKinstry, Kool-Aid",Active,1.08,2,2024 5.13
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16181,"Brown, Chase",Active,1.33,1,2023 3.17
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16736,"Brownlee, Jarvis",Active,1.1,1,2025 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,13113,"Watson, Deshaun",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,15794,"McBride, Trey",Active,22.66,1,2026 NEFT
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,15428,"Sherwood, Jamien",Active,5.77,1,2026 SRFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17261,"Biggers, Zeek",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14136,"Samuel, Deebo",Active,15.49,1,2025 ORFA2
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14778,"Tagovailoa, Tua",Active,2.2,1,2026 B/R
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17060,"Giddens, DJ",Active,1.08,3,2025 4.17
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16608,"Holani, George",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16428,"Smith, Xavier",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14143,"Knox, Dawson",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17190,"Hemingway, Tonka",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14154,"Nelson, Anthony",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16923,"Tillman, Dondrea",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16009,"Gibbens, Jack",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,16714,"Jones, Jarrian",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,14911,"Davis, Ashtyn",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17466,"Beck, Carson",Taxi,1.06,4,2026 4.12
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17509,"Brazzell II, Chris",Taxi,1.56,4,2026 2.16
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17521,"Thomas, Zavion",Taxi,0.99,4,2026 5.09
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17698,"Bernard, Uar",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17552,"Howell, Cashius",Taxi,1.23,4,2026 3.14
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17633,"Josephs, Joshua",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17568,"Mesidor, Akheem",Taxi,1.49,4,2026 3.02
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17630,"Overton, LT",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17617,"Rolder, Jimmy",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17563,"Downs, Caleb",Taxi,2.62,4,2026 1.16
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17635,"Johnson, Dalton",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17694,"Scott, Miles",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17680,"Spears-Jennings, Robert",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0002,New York Giants,NFC,17650,"Styles, Lorenzo",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14171,"Burns, Brian",Active,11.98,1,2024 B/R
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,15708,"Hall, Breece",Active,11.3,3,2025 iEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,12611,"Goff, Jared",Active,20.57,2,2024 UFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16579,"Williams, Caleb",Active,8.15,2,2024 1.02
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16641,"Bowers, Brock",Active,4.42,2,2024 1.07
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16650,"Turner, Dallas",Active,2.05,2,2024 2.05
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,13630,"Sutton, Courtland",Active,24.97,3,2026 oEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17081,"Egbuka, Emeka",Active,2.84,3,2025 1.14
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17052,"Tuten, Bhayshul",Active,1.8,3,2025 2.10
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17144,"Emmanwori, Nick",Active,1.61,3,2025 2.15
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14218,"Okereke, Bobby",Active,6.48,1,2025 UFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16660,"Robinson, Darius",Active,1.33,2,2024 3.11
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16252,"McDonald, Will",Active,3.7,1,2023 3.18^
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17125,"Knight, Demetrius",Active,1.3,3,2025 3.12
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16603,"Davis, Ray",Active,1.18,2,2024 4.05
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,15799,"Ferguson, Jake",Active,5.2,2,2026 oEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17128,"Barron, Jahdae",Active,1.18,3,2025 4.01
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,15742,"Warren, Jaylen",Active,9.99,1,2025 iEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,13952,"Luvu, Frankie",Active,5.64,1,2025 UFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14159,"Lawrence, Dexter",Active,15.84,1,2023 UFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16184,"Reed, Jayden",Active,1.75,1,2023 2.13
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14179,"Love, Julian",Active,7.94,1,2024 iEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14147,"Bosa, Nick",Active,21.3,2,2023 UFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14900,"Madubuike, Nnamdi",Active,10.45,1,2025 B/R
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,15819,"Wyatt, Devonte",Active,5,2,2026 oEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,12956,"Lutz, Wil",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,13869,"Bojorquez, Corey",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16324,"Brooks, Karl",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16102,"Pola-Mao, Isaiah",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16439,"Diabate, Mohamoud",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17169,"Stout, Upton",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,15401,"Wright, Nahshon",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,16705,"Bullock, Calen",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17083,"Higgins, Jayden",Active,3.19,3,2025 1.12
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,15756,"Williams, Jameson",Active,24.75,6,2026 mEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,14303,"Elliss, Kaden",Active,3.39,2,2024 oEXT
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17472,"Love, Jeremiyah",Active,9.73,4,2026 1.02
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17553,"Faulk, Keldric",Active,1.2,4,2026 3.16
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17574,"Hood, Colton",Active,0.98,4,2026 5.14
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17613,"Halton, Gracen",Active,0.98,4,2026 5.18
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17606,"Barham, Jaishawn",Active,0.98,4,2026 5.20
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17561,"McCoy, Jermod",Active,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17676,"Hall, TJ",Active,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17689,"Doman, Tommy",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17618,"Williams, Wesley",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0003,Philadelphia Eagles,NFC,17690,"Hughes, Parker",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,14782,"Love, Jordan",Active,11.53,1,2023 iEXT
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,14149,"Gary, Rashan",Active,3.3,1,2024 iEXT
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16190,"Flowers, Zay",Active,3.8,1,2023 1.10
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16223,"Anderson, Will",Active,3.53,1,2023 1.11
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,14836,"Jefferson, Justin",Active,45.38,2,2024 NEFToff
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,9431,"Stafford, Matthew",Active,14.18,1,2024 SRFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16651,"Latu, Laiatu",Active,2.37,2,2024 2.01
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16677,"Bullard, Javon",Active,1.3,2,2024 3.13
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,13692,"Vea, Vita",Active,3.27,1,2024 UFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16747,"Tracy, Tyrone",Active,1.11,2,2024 4.16
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,15281,"Chase, Ja'Marr",Active,44.7,4,2025 iEXT
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,15710,"Williams, Kyren",Active,8.21,3,2025 FRFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17121,"Graham, Mason",Active,2.56,3,2025 1.16
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17078,"Bech, Jack",Active,2.18,3,2025 2.04
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16213,"Kincaid, Dalton",Active,4.92,1,2023 1.07
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17047,"Sampson, Dylan",Active,1.22,3,2025 3.18
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17241,"Crawshaw, Jeremy",Active,0.99,2,2025 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17167,"Sanker, Jonas",Active,0.99,2,2025 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17256,"Croskey-Merritt, Jacory",Active,0.99,2,2025 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17186,"Moore, Malachi",Active,0.99,2,2025 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16734,"Booker, Austin",Active,1.1,2,2024 4.19
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16246,"Johnson, Antonio",Active,2.45,2,2025 iEXT
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16597,"Brooks, Jonathon",Active,2.71,2,2024 1.14
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17113,"Williams, Mykel",Active,1.64,3,2025 2.14
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,15753,"Wilson, Garrett",Active,11.55,4,2025 iEXT
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17200,"Marshall, Jason",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16284,"Williams, Dorian",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16731,"Hart, Cam",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16767,"Davis, Tyler",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,14943,"Davis-Gaither, Akeem",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16346,"Winters, Dee",Active,1.1,1,2026 ERFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,13299,"Kittle, George",Active,20,1,2026 B/R
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17551,"Bailey, David",Active,3.52,4,2026 1.11
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17506,"Bell, Chris",Active,1.76,4,2026 2.11
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17560,"Hill Jr., Anthony",Active,1.63,4,2026 2.14
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17569,"McDonald, Kayden",Active,1.28,4,2026 3.11
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17601,"Haulcy, A.J.",Active,1.26,4,2026 3.12
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16036,"Tonges, Jake",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17548,"Joly, Justin",Active,1.01,4,2026 4.22
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17668,"Smack, Trey",Active,1.01,4,2026 4.24
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17593,"Klein, Marlin",Active,0.98,4,2026 5.11
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,15823,"Harris, Christian",Active,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17628,"Daniels, Kendal",Active,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17037,"Gabriel, Dillon",Taxi,1.07,3,2025 4.19
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17531,"White, Squirrel",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17545,"Endries, Jack",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17605,"Kacmarek, Will",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,11936,"Boswell, Chris",Taxi,2.09,1,2025 UFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17697,"Benny, Rayshaun",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,13332,"Jones, D.J.",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,15395,"Koonce, Malcolm",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,17640,"Taaffe, Michael",Taxi,0.94,3,2026 UDFA
2026,2026-05-14T03:30:24Z,0004,Washington Commanders,NFC,16304,"Ward, Jay",Taxi,1.1,1,2026 R/F
2026,2026-05-14T03:30:24Z,0005,Chicago Bears,NFC,15808,"Karlaftis, George",Active,3.91,4,2025 iEXT
2026,2026-05-14T03:30:24Z,0005,Chicago Bears,NFC,16189,"Mims, Marvin",Active,1.8,1,2023 2.12
2026,2026-05-14T03:30:24Z,0005,Chicago Bears,NFC,16610,"Wright, Jaylen",Active,1.73,2,2024 2.11
2026,2026-05-14T03:30:24Z,0005,Chicago Bears,NFC,14163,"Simmons, Jeffery",Active,20.43,2,2025 iEXT
2026,2026-05-14T03:30:24Z,0005,Chicago Bears,NFC,16716,"Wilson, Payton",Active,1.24,2,2024 3.18
2026,2026-05-14T03:30:24Z,0005,Chicago Bears,NFC,15754,"Olave, Chris",Active,7.33,5,2025 iEXT
