season,snapshot_time,franchise_id,franchise_name,CONF,player_id,player_name,player_team,player_pos,roster_status,roster_salary,roster_years,roster_contractInfo
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,17097,"Felton, Tai",MIN,WR,Taxi,1.04,3,2025 5.08
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,13066,"Raymond, Kalif",CHI,WR,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,15797,"Dulcich, Greg",MIA,TE,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,16216,"Washington, Darnell",PIT,TE,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,11945,"Santos, Cairo",CHI,PK,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,13844,"Cooke, Logan",JAC,PN,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,17625,"Moore, Trey",MIA,DE,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,15464,"Echols, Brandin",PIT,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,15881,"Jones, Jack",SFO,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,14270,"Epps, Marcus",PHI,S,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,17670,"Jackson, Domani",GBP,CB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,15369,"Patterson, Riley",MIA,PK,Taxi,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,11383,"Martin, Sam",CAR,PN,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,13731,"Hughes, Mike",ATL,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0001,Dallas Cowboys,NFC,17646,"Kilgore, Jalon",BUF,S,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14153,"Allen, Zach",DEN,DT,Active,16.16,1,2025 oEXT
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14802,"Taylor, Jonathan",IND,RB,Active,19.36,1,2024 iEXT
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14779,"Herbert, Justin",LAC,QB,Active,16.65,3,2023 iEXT
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16251,"Gonzalez, Christian",NEP,CB,Active,1.21,1,2023 4.15
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14832,"Lamb, CeeDee",DAL,WR,Active,41.5,2,2024 NEFToff
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16655,"Robinson, Chop",MIA,DE,Active,1.56,2,2024 2.16
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,13837,"Franklin, Zaire",GBP,LB,Active,11,1,2024 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14897,"Brown, Derrick",CAR,DT,Active,23.66,2,2024 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14669,"Nixon, Keisean",GBP,CB,Active,3.26,1,2026 oEXT
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15290,"Collins, Nico",HOU,WR,Active,37.38,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17116,"Sawyer, Jack",PIT,DE,Active,0.99,2,2025 UDFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15979,"Dicker, Cameron",LAC,PK,Active,2.05,2,2025 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17033,"Milroe, Jalen",SEA,QB,Active,1.23,3,2025 3.17
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17138,"Grant, Kenneth",MIA,DT,Active,1.26,3,2025 3.14
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16670,"McKinstry, Kool-Aid",NOS,CB,Active,1.08,2,2024 5.13
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16181,"Brown, Chase",CIN,RB,Active,1.33,1,2023 3.17
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16736,"Brownlee, Jarvis",NYJ,CB,Active,1.1,1,2025 R/F
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,13113,"Watson, Deshaun",CLE,QB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15794,"McBride, Trey",ARI,TE,Active,22.66,1,2026 NEFT
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15428,"Sherwood, Jamien",NYJ,LB,Active,5.77,1,2026 SRFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14136,"Samuel, Deebo",FA,WR,Active,15.49,1,2025 ORFA2
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14778,"Tagovailoa, Tua",ATL,QB,Active,2.2,1,2026 B/R
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16714,"Jones, Jarrian",JAC,CB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,13713,"Fitzpatrick, Minkah",NYJ,S,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14860,"Jennings, Jauan",MIN,WR,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,13431,"Sanchez, Rigoberto",IND,PN,Active,1.2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15378,"Oweh, Odafe",WAS,DE,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15003,"Stone, Geno",BUF,S,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17509,"Brazzell II, Chris",CAR,WR,Active,1.56,4,2026 2.16
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17521,"Thomas, Zavion",CHI,WR,Active,0.99,4,2026 5.09
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17552,"Howell, Cashius",CIN,DE,Active,1.23,4,2026 3.14
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17568,"Mesidor, Akheem",LAC,DE,Active,1.49,4,2026 3.02
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17617,"Rolder, Jimmy",DET,LB,Active,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17563,"Downs, Caleb",DAL,S,Active,2.62,4,2026 1.16
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17466,"Beck, Carson",ARI,QB,Active,1.06,4,2026 4.12
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17060,"Giddens, DJ",IND,RB,Active,1.08,3,2025 4.17
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,15809,"Johnson, Jermaine",TEN,DE,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14143,"Knox, Dawson",BUF,TE,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,16009,"Gibbens, Jack",ARI,LB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,14911,"Davis, Ashtyn",SFO,S,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0002,New York Giants,NFC,17161,"Burch, Jordan",ARI,DE,Active,0.99,2,2025 UDFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14171,"Burns, Brian",NYG,DE,Active,11.98,1,2024 B/R
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15708,"Hall, Breece",NYJ,RB,Active,11.3,3,2025 iEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16579,"Williams, Caleb",CHI,QB,Active,8.15,2,2024 1.02
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16641,"Bowers, Brock",LVR,TE,Active,4.42,2,2024 1.07
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16650,"Turner, Dallas",MIN,DE,Active,2.05,2,2024 2.05
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13630,"Sutton, Courtland",DEN,WR,Active,24.97,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17081,"Egbuka, Emeka",TBB,WR,Active,2.84,3,2025 1.14
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17052,"Tuten, Bhayshul",JAC,RB,Active,1.8,3,2025 2.10
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17144,"Emmanwori, Nick",SEA,S,Active,1.61,3,2025 2.15
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16660,"Robinson, Darius",ARI,DT,Active,1.33,2,2024 3.11
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16252,"McDonald, Will",NYJ,DE,Active,3.7,1,2023 3.18^
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17125,"Knight, Demetrius",CIN,LB,Active,1.3,3,2025 3.12
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16603,"Davis, Ray",BUF,RB,Active,1.18,2,2024 4.05
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15799,"Ferguson, Jake",DAL,TE,Active,5.2,2,2026 oEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15742,"Warren, Jaylen",PIT,RB,Active,9.99,1,2025 iEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13952,"Luvu, Frankie",WAS,LB,Active,5.64,1,2025 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14159,"Lawrence, Dexter",CIN,DT,Active,15.84,1,2023 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16184,"Reed, Jayden",GBP,WR,Active,1.75,1,2023 2.13
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14179,"Love, Julian",SEA,S,Active,7.94,1,2024 iEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14147,"Bosa, Nick",SFO,DE,Active,21.3,2,2023 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15819,"Wyatt, Devonte",GBP,DT,Active,5,2,2026 oEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13869,"Bojorquez, Corey",CLE,PN,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15401,"Wright, Nahshon",NYJ,CB,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16705,"Bullock, Calen",HOU,S,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17083,"Higgins, Jayden",HOU,WR,Active,3.19,3,2025 1.12
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15756,"Williams, Jameson",DET,WR,Active,24.75,6,2026 mEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14303,"Elliss, Kaden",NOS,LB,Active,3.39,2,2024 oEXT
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17472,"Love, Jeremiyah",ARI,RB,Active,9.73,4,2026 1.02
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17553,"Faulk, Keldric",TEN,DE,Active,1.2,4,2026 3.16
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13448,"Butler, Adam",LVR,DT,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14412,"Singleton, Alex",DEN,LB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14717,"McLaughlin, Chase",TBB,PK,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14918,"Terrell, A.J.",ATL,CB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13633,"Kirk, Christian",SFO,WR,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,12611,"Goff, Jared",DET,QB,Active,20.57,2,2024 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13289,"Hollins, Mack",NEP,WR,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15387,"Werner, Pete",NOS,LB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,12218,"Armstead, Arik",JAC,DT,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15319,"Palmer, Joshua",BUF,WR,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16342,"Douglas, Demario",NEP,WR,Active,2.01,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15445,"Lenoir, Deommodore",SFO,CB,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14997,"Rodgers, Isaiah",MIN,CB,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17128,"Barron, Jahdae",DEN,CB,Active,1.18,3,2025 4.01
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17690,"Hughes, Parker",JAC,LB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17689,"Doman, Tommy",BUF,PN,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17618,"Williams, Wesley",JAC,DE,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17676,"Hall, TJ",NOS,CB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17574,"Hood, Colton",NYG,CB,Taxi,0.98,4,2026 5.14
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17561,"McCoy, Jermod",LVR,CB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17606,"Barham, Jaishawn",DAL,DE,Taxi,0.98,4,2026 5.20
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,12956,"Lutz, Wil",DEN,PK,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14985,"Mann, Braden",PHI,PN,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17613,"Halton, Gracen",SFO,DT,Taxi,0.98,4,2026 5.18
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16439,"Diabate, Mohamoud",TEN,LB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16102,"Pola-Mao, Isaiah",LVR,S,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16788,"Vele, Devaughn",NOS,WR,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13675,"Conklin, Tyler",DET,TE,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15332,"Tremble, Tommy",CAR,TE,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16324,"Brooks, Karl",GBP,DT,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,11286,"Jenkins, John",BAL,DT,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17214,"Burke, Denzel",ARI,CB,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,17169,"Stout, Upton",SFO,CB,Taxi,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,15240,"Lance, Trey",LAC,QB,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16300,"McGuire, Isaiah",CLE,DE,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,16077,"Okuayinonu, Sam",SFO,DE,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14205,"Johnson, Lonnie",MIA,S,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14302,"Scott, Nick",CAR,S,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,14934,"Elliott, Jordan",TEN,DT,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13317,"Godchaux, Davon",NOS,DT,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0003,Philadelphia Eagles,NFC,13744,"Shepherd, Nathan",NOS,DT,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,14782,"Love, Jordan",GBP,QB,Active,11.53,1,2023 iEXT
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,14149,"Gary, Rashan",DAL,DE,Active,3.3,1,2024 iEXT
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,16190,"Flowers, Zay",BAL,WR,Active,3.8,1,2023 1.10
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,16223,"Anderson, Will",HOU,DE,Active,3.53,1,2023 1.11+
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,14836,"Jefferson, Justin",MIN,WR,Active,45.38,2,2024 NEFToff
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,9431,"Stafford, Matthew",LAR,QB,Active,14.18,1,2024 SRFA
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,16651,"Latu, Laiatu",IND,DE,Active,2.37,2,2024 2.01
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,13692,"Vea, Vita",TBB,DT,Active,3.27,1,2024 UFA
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,16747,"Tracy, Tyrone",NYG,RB,Active,1.11,2,2024 4.16
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,15281,"Chase, Ja'Marr",CIN,WR,Active,44.7,4,2025 iEXT
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,15710,"Williams, Kyren",LAR,RB,Active,8.21,3,2025 FRFA
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,17121,"Graham, Mason",CLE,DT,Active,2.56,3,2025 1.16
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,17078,"Bech, Jack",LVR,WR,Active,2.18,3,2025 2.04
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,16213,"Kincaid, Dalton",BUF,TE,Active,4.92,1,2023 1.07
2026,2026-07-13T19:54:36Z,0004,Washington Commanders,NFC,17047,"Sampson, Dylan",CLE,RB,Active,1.22,3,2025 3.18
